Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type, Accommodation cost ,Transportation type, Transportation cost 
3212,"Athens, Greece",2/22/2021,3/6/2021,12,Charles ANDERSON,36,Female,New Zealander,Hotel," $2,843.00 ",Car rental," $2,137.00 "
3213,"Barcelona, Spain",7/17/2024,7/29/2024,12,Charles THOMAS,41,Female,German,Villa," $2,118.00 ",Ferry," $1,808.00 "
3214,Phuket,10/18/2024,10/21/2024,3,Charles TAYLOR,58,Male,Hong Kong,Riad," $1,200.00 ",Plane," $2,019.00 "
3215,"Auckland, New Zealand",3/18/2021,3/21/2021,3,Charles LEE,22,Female,Germany,Airbnb," $7,050.00 ",Car rental, $341.00 
3216,Thailand,1/1/2024,1/10/2024,9,Charles MOORE,57,Male,Japanese,Resort," $2,549.00 ",Train," $2,298.00 "
3217,"Vancouver, Canada",5/29/2023,6/13/2023,15,Charles JACKSON,53,Female,Indian,Resort, $772.00 ,Train," $2,026.00 "
3218,"Tokyo, Japan",3/12/2024,3/16/2024,4,Anthony SMITH,40,Male,Greece,Villa," $4,199.00 ",Ferry," $2,185.00 "
3219,"Sydney, AUS",12/26/2021,1/4/2022,9,Anthony JOHNSON,38,Male,Mexican,Hotel," $7,287.00 ",Subway, $669.00 
3220,"Seoul, South Korea",6/13/2021,6/21/2021,8,Anthony WILLIAMS,49,Female,Hong Kong,Hotel," $6,005.00 ",Train," $1,538.00 "
3221,"Seoul, South Korea",7/9/2021,7/24/2021,15,Anthony BROWN,39,Female,Spain,Guesthouse, $314.00 ,Subway," $1,517.00 "
3222,Barcelona,6/13/2021,6/19/2021,6,Anthony JONES,60,Male,Spanish,Riad," $2,800.00 ",Flight," $1,606.00 "
3223,Phnom Penh,10/9/2021,10/12/2021,3,Anthony GARCIA,44,Female,Japanese,Villa," $6,430.00 ",Flight, $284.00 
3224,"Phuket, Thai",5/25/2022,5/29/2022,4,Anthony RODRIGUEZ,41,Male,German,Airbnb," $1,846.00 ",Bus, $928.00 
3225,Japan,10/25/2024,11/2/2024,8,Anthony MILLER,33,Male,Taiwanese,Hotel," $1,154.00 ",Airplane," $1,728.00 "
3226,"Berlin, Germany",11/16/2023,11/18/2023,2,Anthony MARTINEZ,49,Male,Greece,Vacation rental," $1,242.00 ",Subway, $484.00 
3227,"Marrakech, Morocco",7/5/2022,7/19/2022,14,Anthony DAVIS,44,Female,Dutch,Riad," $5,984.00 ",Ferry, $677.00 
3228,"Cape Town, SA",5/6/2022,5/20/2022,14,Anthony HERNANDEZ,52,Female,Canada,Riad, $607.00 ,Bus, $870.00 
3229,Spain,9/26/2024,10/3/2024,7,Anthony LOPEZ,26,Male,Italy,Guesthouse," $3,074.00 ",Subway, $288.00 
3230,Amsterdam,12/16/2023,12/19/2023,3,Anthony GONZALEZ,49,Male,Mexican,Resort," $1,034.00 ",Car rental, $886.00 
3231,"Athens, Greece",7/17/2024,7/21/2024,4,Anthony WILSON,60,Male,Japan,Hostel," $4,832.00 ",Car rental, $332.00 
3232,"Cape Town, South Africa",3/19/2024,3/20/2024,1,Anthony ANDERSON,53,Male,Chinese,Villa," $3,037.00 ",Subway," $1,422.00 "
3233,"Dubai, United Arab Emirates",8/25/2024,8/27/2024,2,Anthony THOMAS,55,Female,Indonesian,Riad," $3,155.00 ",Plane," $2,358.00 "
3234,"Amsterdam, Netherlands",11/22/2023,11/30/2023,8,Anthony TAYLOR,43,Female,Brazilian,Guesthouse," $4,049.00 ",Ferry, $621.00 
3235,Paris,9/17/2022,9/29/2022,12,Anthony LEE,44,Male,Japanese,Villa," $5,958.00 ",Train, $456.00 
3236,"New York City, USA",8/11/2021,8/24/2021,13,Anthony MOORE,43,Male,Canada,Vacation rental," $7,379.00 ",Car rental," $2,411.00 "
3237,"Bali, Indonesia",3/26/2022,3/28/2022,2,Anthony JACKSON,50,Female,Taiwan,Hostel," $1,053.00 ",Train, $544.00 
3238,Greece,12/17/2022,12/19/2022,2,Patricia SMITH,20,Male,Greece,Airbnb," $7,857.00 ",Airplane, $240.00 
3239,Bali,8/29/2021,9/13/2021,15,Patricia JOHNSON,27,Male,Dutch,Hotel," $4,129.00 ",Bus, $751.00 
3240,Tokyo,8/4/2022,8/17/2022,13,Patricia WILLIAMS,42,Male,French,Villa, $510.00 ,Bus, $277.00 
3241,Canada,6/22/2022,7/7/2022,15,Patricia BROWN,23,Male,Japan,Resort," $6,431.00 ",Bus," $1,643.00 "
3242,"Tokyo, Japan",3/9/2021,3/14/2021,5,Patricia JONES,27,Male,Mexican,Villa," $7,594.00 ",Plane, $851.00 
3243,Barcelona,7/14/2024,7/21/2024,7,Patricia GARCIA,58,Male,Spain,Guesthouse," $4,889.00 ",Airplane," $1,654.00 "
3244,"Cancun, Mexico",10/6/2024,10/9/2024,3,Patricia RODRIGUEZ,50,Female,Indonesian,Riad," $7,539.00 ",Car," $1,217.00 "
3245,"Phuket, Thai",7/27/2021,8/10/2021,14,Patricia MILLER,24,Female,China,Vacation rental," $2,831.00 ",Flight," $1,899.00 "
3246,"Bangkok, Thailand",8/28/2023,9/1/2023,4,Patricia MARTINEZ,26,Female,Canada,Riad," $4,173.00 ",Bus," $2,409.00 "
3247,"Berlin, Germany",1/28/2023,2/3/2023,6,Patricia DAVIS,41,Female,Mexican,Guesthouse," $5,076.00 ",Flight," $1,544.00 "
3248,"Phuket, Thai",5/3/2023,5/4/2023,1,Patricia HERNANDEZ,54,Male,Australian,Vacation rental," $3,741.00 ",Ferry," $2,499.00 "
3249,New York,12/18/2022,12/21/2022,3,Patricia LOPEZ,43,Female,Mexican,Riad," $3,489.00 ",Plane," $1,908.00 "
3250,Phnom Penh,11/15/2023,11/27/2023,12,Patricia GONZALEZ,21,Female,Australian,Villa, $817.00 ,Train, $314.00 
3251,Bangkok,8/2/2023,8/14/2023,12,Patricia WILSON,20,Female,Italy,Guesthouse," $7,007.00 ",Plane, $546.00 
3252,"Paris, France",8/29/2021,9/2/2021,4,Patricia ANDERSON,33,Male,German,Guesthouse," $4,533.00 ",Airplane, $201.00 
3253,Tokyo,6/6/2024,6/21/2024,15,Patricia THOMAS,24,Female,USA,Villa," $6,843.00 ",Car rental, $117.00 
3254,France,6/30/2024,7/7/2024,7,Patricia TAYLOR,41,Male,China,Villa," $6,211.00 ",Bus," $1,729.00 "
3255,Hawaii,11/4/2024,11/12/2024,8,Patricia LEE,43,Female,British,Airbnb," $1,954.00 ",Airplane, $913.00 
3256,France,12/4/2023,12/11/2023,7,Patricia MOORE,22,Male,Dutch,Riad," $2,167.00 ",Train, $955.00 
3257,Dubai,12/22/2024,12/23/2024,1,Patricia JACKSON,28,Female,Australian,Guesthouse," $1,511.00 ",Ferry," $2,490.00 "
3258,Dubai,11/26/2021,12/1/2021,5,Linda SMITH,20,Female,Hong Kong,Riad," $3,085.00 ",Ferry," $1,785.00 "
3259,Rio de Janeiro,12/14/2024,12/24/2024,10,Linda JOHNSON,52,Female,Chinese,Villa," $6,670.00 ",Car rental," $1,658.00 "
3260,Amsterdam,10/24/2024,11/1/2024,8,Linda WILLIAMS,20,Female,Indian,Resort," $7,438.00 ",Airplane," $2,094.00 "
3261,"London, UK",2/2/2023,2/3/2023,1,Linda BROWN,28,Female,Indonesian,Airbnb," $1,393.00 ",Airplane, $623.00 
3262,"Bali, Indonesia",9/27/2024,10/7/2024,10,Linda JONES,42,Male,Japanese,Resort," $5,032.00 ",Car rental," $1,502.00 "
3263,Mexico,2/16/2024,2/21/2024,5,Linda GARCIA,57,Female,German,Resort," $7,005.00 ",Bus," $2,374.00 "
3264,Bangkok,6/8/2023,6/13/2023,5,Linda RODRIGUEZ,38,Male,British,Vacation rental," $7,044.00 ",Flight," $1,603.00 "
3265,"Athens, Greece",1/22/2023,1/30/2023,8,Linda MILLER,40,Male,German,Resort," $2,948.00 ",Car rental," $1,888.00 "
3266,"Seoul, South Korea",10/17/2022,10/25/2022,8,Linda MARTINEZ,23,Female,Indonesian,Guesthouse," $1,109.00 ",Plane," $2,283.00 "
3267,Canada,3/1/2024,3/16/2024,15,Linda DAVIS,36,Female,Taiwan,Guesthouse," $3,495.00 ",Bus, $683.00 
3268,"Seoul, South Korea",9/20/2021,10/4/2021,14,Linda HERNANDEZ,52,Male,United Kingdom,Guesthouse," $3,169.00 ",Flight," $1,773.00 "
3269,Dubai,12/23/2022,1/6/2023,14,Linda LOPEZ,26,Female,New Zealander,Vacation rental," $3,710.00 ",Ferry," $1,638.00 "
3270,Seoul,5/10/2023,5/12/2023,2,Linda GONZALEZ,21,Female,South Korea,Resort," $3,309.00 ",Train," $1,917.00 "
3271,"Sydney, Australia",1/4/2023,1/9/2023,5,Linda WILSON,29,Female,Spain,Guesthouse," $2,344.00 ",Flight, $854.00 
3272,"Berlin, Germany",8/17/2021,8/30/2021,13,Linda ANDERSON,26,Male,German,Guesthouse," $7,988.00 ",Airplane, $594.00 
3273,Sydney,9/1/2022,9/13/2022,12,Linda THOMAS,53,Female,United Kingdom,Villa," $6,725.00 ",Car," $1,668.00 "
3274,"Phuket, Thailand",9/7/2022,9/19/2022,12,Linda TAYLOR,36,Male,UK,Riad," $5,323.00 ",Car rental," $2,418.00 "
3275,"Marrakech, Morocco",1/30/2023,2/10/2023,11,Linda LEE,52,Male,Italy,Hotel," $3,456.00 ",Car, $480.00 
3276,France,2/15/2024,2/18/2024,3,Linda MOORE,49,Male,Brazilian,Riad," $1,154.00 ",Ferry," $1,128.00 "
3277,Egypt,10/5/2021,10/17/2021,12,Linda JACKSON,41,Female,German,Guesthouse," $7,124.00 ",Ferry, $848.00 
3278,Dubai,9/19/2023,9/29/2023,10,Mark SMITH,56,Female,Moroccan,Resort, $945.00 ,Bus," $1,299.00 "
3279,"Edinburgh, Scotland",2/14/2024,2/17/2024,3,Mark JOHNSON,23,Male,Scottish,Villa," $5,920.00 ",Plane," $2,044.00 "
3280,Rome,8/13/2022,8/15/2022,2,Mark WILLIAMS,52,Female,Italy,Airbnb," $6,845.00 ",Car, $923.00 
3281,London,5/19/2021,6/1/2021,13,Mark BROWN,49,Female,Dutch,Resort," $1,156.00 ",Plane," $1,560.00 "
3282,"Dubai, United Arab Emirates",11/23/2024,12/2/2024,9,Mark JONES,60,Female,Emirati,Guesthouse," $5,940.00 ",Car rental, $402.00 
3283,"Cancun, Mexico",3/11/2023,3/24/2023,13,Mark GARCIA,48,Male,Korean,Hostel," $2,413.00 ",Train," $1,480.00 "
3284,"London, UK",8/26/2024,9/3/2024,8,Mark RODRIGUEZ,41,Male,Emirati,Vacation rental," $7,376.00 ",Airplane," $1,188.00 "
3285,Egypt,9/26/2022,10/6/2022,10,Mark MILLER,47,Female,South African,Guesthouse," $4,975.00 ",Plane," $1,343.00 "
3286,"Edinburgh, Scotland",2/12/2023,2/13/2023,1,Mark MARTINEZ,27,Female,USA,Riad," $5,492.00 ",Flight, $754.00 
3287,Thailand,8/15/2024,8/30/2024,15,Mark DAVIS,46,Male,Greece,Airbnb," $5,822.00 ",Airplane," $2,027.00 "
3288,"New York City, USA",12/22/2023,12/27/2023,5,Mark HERNANDEZ,28,Female,Indian,Villa," $1,850.00 ",Ferry," $2,198.00 "
3289,"Cape Town, South Africa",8/18/2024,8/25/2024,7,Mark LOPEZ,45,Male,Indonesian,Resort," $5,860.00 ",Car," $2,157.00 "
3290,New York,9/25/2021,9/27/2021,2,Mark GONZALEZ,50,Male,Dutch,Guesthouse," $4,975.00 ",Flight, $554.00 
3291,"Seoul, South Korea",9/30/2021,10/13/2021,13,Mark WILSON,41,Male,Spanish,Airbnb," $3,820.00 ",Car," $2,201.00 "
3292,Rio de Janeiro,2/2/2022,2/13/2022,11,Mark ANDERSON,20,Male,Japan,Hotel," $4,974.00 ",Train," $1,975.00 "
3293,Cape Town,7/11/2023,7/19/2023,8,Mark THOMAS,50,Male,Chinese,Guesthouse," $2,314.00 ",Subway," $2,000.00 "
3294,"Auckland, New Zealand",4/12/2024,4/19/2024,7,Mark TAYLOR,24,Male,Emirati,Guesthouse," $1,110.00 ",Bus, $338.00 
3295,Australia,9/26/2021,10/10/2021,14,Mark LEE,48,Male,Indian,Resort," $6,051.00 ",Train," $2,225.00 "
3296,Barcelona,5/28/2024,6/11/2024,14,Mark MOORE,50,Male,Brazil,Riad," $7,629.00 ",Subway," $1,324.00 "
3297,France,11/13/2021,11/16/2021,3,Mark JACKSON,34,Male,Cambodia,Guesthouse, $335.00 ,Train, $481.00 
3298,Paris,10/10/2022,10/24/2022,14,Elizabeth SMITH,50,Female,Japan,Vacation rental," $1,355.00 ",Flight," $1,467.00 "
3299,Hawaii,11/22/2024,11/24/2024,2,Elizabeth JOHNSON,33,Male,Chinese,Vacation rental," $2,249.00 ",Train," $1,720.00 "
3300,Rio de Janeiro,8/5/2023,8/13/2023,8,Elizabeth WILLIAMS,48,Male,Italy,Guesthouse, $628.00 ,Bus," $1,024.00 "
3301,"Rio de Janeiro, Brazil",3/20/2024,3/24/2024,4,Elizabeth BROWN,44,Female,South African,Vacation rental," $2,247.00 ",Airplane," $1,750.00 "
3302,"Cancun, Mexico",4/24/2022,4/29/2022,5,Elizabeth JONES,42,Male,South Korean,Resort," $5,547.00 ",Airplane," $1,588.00 "
3303,"New York, USA",9/27/2021,10/9/2021,12,Elizabeth GARCIA,35,Male,Moroccan,Riad," $2,083.00 ",Subway, $101.00 
3304,Greece,12/19/2021,12/25/2021,6,Elizabeth RODRIGUEZ,36,Male,Italian,Airbnb," $7,176.00 ",Car," $2,361.00 "
3305,Bali,10/13/2022,10/26/2022,13,Elizabeth MILLER,52,Female,Taiwan,Villa," $6,868.00 ",Car rental," $1,821.00 "
3306,"Cape Town, SA",1/27/2022,2/8/2022,12,Elizabeth MARTINEZ,34,Male,Emirati,Airbnb, $769.00 ,Plane," $1,827.00 "
3307,"Berlin, Germany",12/1/2022,12/14/2022,13,Elizabeth DAVIS,45,Female,Germany,Airbnb," $1,812.00 ",Flight," $2,085.00 "
3308,Paris,9/17/2024,9/27/2024,10,Elizabeth HERNANDEZ,30,Female,Italian,Guesthouse," $4,697.00 ",Plane, $214.00 
3309,"Los Angeles, USA",1/13/2023,1/25/2023,12,Elizabeth LOPEZ,51,Female,United Kingdom,Hotel," $6,882.00 ",Ferry," $1,112.00 "
3310,"Auckland, New Zealand",5/30/2023,6/11/2023,12,Elizabeth GONZALEZ,47,Male,United Arab Emirates,Hotel," $6,986.00 ",Car," $1,116.00 "
3311,"Cancun, Mexico",2/18/2023,2/28/2023,10,Elizabeth WILSON,33,Male,Mexican,Vacation rental," $3,051.00 ",Train, $421.00 
3312,"Barcelona, Spain",4/5/2022,4/12/2022,7,Elizabeth ANDERSON,60,Male,Cambodia,Vacation rental," $4,695.00 ",Car rental," $2,340.00 "
3313,Mexico,3/11/2022,3/15/2022,4,Elizabeth THOMAS,20,Female,Mexican,Resort," $7,373.00 ",Subway," $2,060.00 "
3314,"Bangkok, Thai",8/17/2024,8/20/2024,3,Elizabeth TAYLOR,43,Female,Greece,Airbnb," $2,190.00 ",Plane," $2,316.00 "
3315,Canada,6/26/2021,7/9/2021,13,Elizabeth LEE,23,Female,United Kingdom,Airbnb," $7,010.00 ",Train," $1,746.00 "
3316,"Berlin, Germany",10/8/2024,10/16/2024,8,Elizabeth MOORE,54,Female,United Arab Emirates,Vacation rental," $2,878.00 ",Airplane," $2,184.00 "
3317,"Bangkok, Thai",9/12/2023,9/20/2023,8,Elizabeth JACKSON,60,Male,Singapore,Riad," $4,078.00 ",Bus, $285.00 
3318,Brazil,10/12/2022,10/22/2022,10,Richard SMITH,46,Male,Australian,Hostel," $3,916.00 ",Car," $1,479.00 "
3319,"Paris, France",5/18/2024,5/19/2024,1,Richard JOHNSON,48,Female,Brazilian,Riad," $4,608.00 ",Car," $1,856.00 "
3320,"Honolulu, Hawaii",9/20/2021,9/22/2021,2,Richard WILLIAMS,52,Female,Indonesian,Hotel," $1,963.00 ",Flight, $293.00 
3321,"Berlin, Germany",10/4/2024,10/10/2024,6,Richard BROWN,59,Female,Indian,Villa," $2,363.00 ",Subway," $1,982.00 "
3322,"London, UK",8/15/2021,8/20/2021,5,Richard JONES,47,Female,Emirati,Riad, $277.00 ,Flight, $822.00 
3323,Australia,9/6/2024,9/11/2024,5,Richard GARCIA,50,Female,French,Airbnb," $2,761.00 ",Train," $2,262.00 "
3324,Phuket,1/21/2021,1/31/2021,10,Richard RODRIGUEZ,22,Male,UK,Riad," $3,220.00 ",Subway, $382.00 
3325,"Rio de Janeiro, Brazil",6/2/2023,6/11/2023,9,Richard MILLER,59,Female,United Kingdom,Airbnb, $136.00 ,Ferry," $2,179.00 "
3326,"Bangkok, Thailand",6/28/2024,7/11/2024,13,Richard MARTINEZ,20,Female,China,Hotel," $6,400.00 ",Airplane, $380.00 
3327,"Auckland, New Zealand",4/4/2021,4/18/2021,14,Richard DAVIS,54,Male,Vietnamese,Villa, $460.00 ,Flight," $1,489.00 "
3328,"London, UK",3/10/2021,3/22/2021,12,Richard HERNANDEZ,57,Male,Chinese,Villa," $3,294.00 ",Airplane, $380.00 
3329,Canada,1/9/2024,1/11/2024,2,Daniel SMITH,58,Female,Brazil,Riad, $783.00 ,Car," $1,424.00 "
3330,"Los Angeles, USA",9/1/2024,9/6/2024,5,Daniel JOHNSON,27,Female,Korean,Guesthouse," $6,440.00 ",Flight, $732.00 
3331,"London, UK",4/14/2023,4/20/2023,6,Daniel WILLIAMS,26,Female,Indian,Airbnb," $1,748.00 ",Flight," $2,216.00 "
3332,Amsterdam,1/3/2021,1/5/2021,2,Daniel BROWN,31,Female,British,Airbnb," $3,027.00 ",Ferry," $1,560.00 "
3333,"Sydney, Australia",3/10/2022,3/18/2022,8,Daniel JONES,39,Female,Canada,Riad," $5,780.00 ",Bus, $602.00 
3334,Tokyo,12/28/2021,1/3/2022,6,Daniel GARCIA,43,Female,Spain,Guesthouse," $7,683.00 ",Ferry, $341.00 
3335,Rome,7/20/2022,8/3/2022,14,Daniel RODRIGUEZ,24,Female,Japanese,Airbnb," $6,705.00 ",Bus," $1,979.00 "
3336,"Cape Town, SA",3/9/2023,3/11/2023,2,Daniel MILLER,49,Female,Japan,Vacation rental," $7,784.00 ",Airplane," $2,099.00 "
3337,"Rio de Janeiro, Brazil",6/5/2023,6/18/2023,13,Daniel MARTINEZ,55,Male,British,Resort," $2,274.00 ",Train, $665.00 
3338,Mexico,8/27/2022,9/4/2022,8,Daniel DAVIS,36,Female,Italian,Resort," $3,855.00 ",Car," $1,029.00 "
3339,"Cape Town, SA",2/12/2022,2/27/2022,15,Daniel HERNANDEZ,56,Male,Taiwan,Villa," $6,208.00 ",Plane," $1,472.00 "
3340,"Athens, Greece",1/3/2021,1/7/2021,4,Thomas SMITH,23,Male,United Arab Emirates,Resort," $7,294.00 ",Plane," $1,056.00 "
3341,"Cape Town, South Africa",10/1/2024,10/13/2024,12,Thomas JOHNSON,50,Male,Spanish,Hotel," $7,133.00 ",Subway," $1,505.00 "
3342,New York,4/7/2024,4/12/2024,5,Thomas WILLIAMS,42,Female,Australian,Guesthouse," $7,693.00 ",Flight, $132.00 
3343,"Phuket, Thai",6/22/2024,6/26/2024,4,Thomas BROWN,38,Female,Spanish,Vacation rental," $6,020.00 ",Train, $444.00 
3344,Spain,2/27/2021,3/5/2021,6,Thomas JONES,24,Male,Japan,Airbnb," $4,870.00 ",Plane," $2,342.00 "
3345,"Bangkok, Thai",10/4/2022,10/18/2022,14,Thomas GARCIA,20,Male,Mexican,Guesthouse," $5,320.00 ",Plane, $179.00 
3346,"Auckland, New Zealand",12/17/2022,12/23/2022,6,Thomas RODRIGUEZ,43,Male,Brazilian,Riad," $2,425.00 ",Bus, $428.00 
3347,Rome,9/4/2022,9/6/2022,2,Thomas MILLER,25,Female,French,Guesthouse," $2,314.00 ",Train, $613.00 
3348,"New York City, USA",9/29/2023,10/4/2023,5,Thomas MARTINEZ,40,Male,South Korean,Riad," $4,343.00 ",Car, $856.00 
3349,"Rome, Italy",10/27/2022,11/2/2022,6,Thomas DAVIS,42,Male,Canada,Airbnb," $5,648.00 ",Bus," $1,548.00 "
3350,France,5/4/2024,5/14/2024,10,Thomas HERNANDEZ,42,Female,Greece,Villa," $4,369.00 ",Car rental," $2,327.00 "
3351,"Phuket, Thai",6/7/2021,6/21/2021,14,Matthew SMITH,58,Male,German,Airbnb," $1,985.00 ",Flight," $1,489.00 "
3352,Tokyo,12/13/2021,12/19/2021,6,Matthew JOHNSON,56,Male,South Korea,Hostel," $4,632.00 ",Plane, $443.00 
3353,Egypt,2/13/2021,2/26/2021,13,Matthew WILLIAMS,28,Female,Canada,Vacation rental," $2,632.00 ",Airplane," $1,533.00 "
3354,Mexico,9/20/2021,9/29/2021,9,Matthew BROWN,26,Male,USA,Hotel," $3,325.00 ",Bus, $467.00 
3355,"Edinburgh, Scotland",10/17/2024,10/24/2024,7,Matthew JONES,39,Female,Italy,Vacation rental," $1,073.00 ",Ferry," $2,370.00 "
3356,Amsterdam,7/11/2024,7/12/2024,1,Matthew GARCIA,44,Female,Canadian,Hotel," $4,459.00 ",Car rental," $2,088.00 "
3357,"Barcelona, Spain",9/28/2022,10/13/2022,15,Matthew RODRIGUEZ,51,Female,South Korean,Resort," $7,730.00 ",Airplane," $1,521.00 "
3358,Brazil,5/20/2024,5/26/2024,6,Matthew MILLER,22,Female,South African,Airbnb," $1,749.00 ",Train," $1,325.00 "
3359,"Bangkok, Thai",8/18/2023,8/26/2023,8,Matthew MARTINEZ,30,Male,Indonesian,Riad," $7,898.00 ",Subway," $1,176.00 "
3360,"Honolulu, Hawaii",9/6/2022,9/20/2022,14,Matthew DAVIS,60,Male,Spanish,Airbnb," $5,442.00 ",Airplane," $1,905.00 "
3361,Tokyo,9/25/2022,10/4/2022,9,Matthew HERNANDEZ,45,Male,Hong Kong,Hostel," $7,827.00 ",Car rental, $958.00 
3362,Brazil,6/14/2023,6/20/2023,6,Jennifer SMITH,47,Female,German,Resort, $767.00 ,Train," $1,230.00 "
3363,"Marrakech, Morocco",10/28/2021,10/29/2021,1,Jennifer JOHNSON,21,Male,Cambodia,Villa," $3,626.00 ",Plane, $409.00 
3364,"Cape Town, SA",8/26/2024,8/28/2024,2,Jennifer WILLIAMS,34,Female,Taiwanese,Villa," $7,921.00 ",Plane," $2,205.00 "
3365,"Rome, Italy",9/24/2022,10/8/2022,14,Jennifer BROWN,43,Female,South Korean,Airbnb," $5,445.00 ",Train, $707.00 
3366,Paris,9/9/2022,9/20/2022,11,Jennifer JONES,44,Male,United Kingdom,Riad," $6,785.00 ",Car, $486.00 
3367,Tokyo,6/1/2021,6/8/2021,7,Jennifer GARCIA,55,Female,Singapore,Vacation rental," $5,881.00 ",Flight," $1,150.00 "
3368,"London, UK",9/15/2022,9/21/2022,6,Jennifer RODRIGUEZ,28,Male,American,Riad," $7,950.00 ",Bus," $1,124.00 "
3369,"Bali, Indonesia",8/27/2023,9/6/2023,10,Jennifer MILLER,50,Male,Vietnamese,Guesthouse," $7,668.00 ",Bus," $1,994.00 "
3370,"Honolulu, Hawaii",2/10/2022,2/18/2022,8,Jennifer MARTINEZ,41,Male,Spanish,Hotel," $2,805.00 ",Airplane," $2,171.00 "
3371,Brazil,6/11/2021,6/14/2021,3,Jennifer DAVIS,22,Female,South African,Riad, $796.00 ,Plane," $2,062.00 "
3372,"Amsterdam, Netherlands",10/20/2022,11/2/2022,13,Jennifer HERNANDEZ,41,Male,South Korean,Hotel, $306.00 ,Plane," $1,275.00 "
3373,London,9/26/2022,10/9/2022,13,Charles SMITH,58,Female,USA,Vacation rental," $2,571.00 ",Train, $892.00 
3374,Spain,4/8/2023,4/19/2023,11,Charles JOHNSON,31,Male,Japan,Hostel," $3,793.00 ",Car rental," $1,086.00 "
3375,"Bangkok, Thai",1/20/2023,2/3/2023,14,Charles WILLIAMS,26,Male,German,Villa," $7,441.00 ",Flight," $1,329.00 "
3376,Rome,11/10/2023,11/25/2023,15,Charles BROWN,40,Female,New Zealander,Guesthouse," $2,282.00 ",Car, $985.00 
3377,"Tokyo, Japan",1/6/2022,1/14/2022,8,Charles JONES,30,Male,Mexican,Guesthouse," $4,178.00 ",Train, $663.00 
3378,Thailand,6/29/2024,7/8/2024,9,Charles GARCIA,36,Female,American,Riad," $3,442.00 ",Bus, $771.00 
3379,Greece,6/24/2021,6/28/2021,4,Charles RODRIGUEZ,20,Female,Emirati,Airbnb," $3,934.00 ",Bus, $890.00 
3380,"Paris, France",10/5/2024,10/10/2024,5,Charles MILLER,39,Male,Canadian,Airbnb," $5,624.00 ",Ferry," $1,486.00 "
3381,"Rome, Italy",5/13/2022,5/25/2022,12,Charles MARTINEZ,27,Male,New Zealander,Guesthouse," $5,945.00 ",Flight," $1,199.00 "
3382,Japan,7/11/2021,7/22/2021,11,Charles DAVIS,28,Male,German,Villa," $4,724.00 ",Plane, $258.00 
3383,Tokyo,2/17/2024,2/22/2024,5,Charles HERNANDEZ,27,Female,Japan,Hostel," $2,574.00 ",Car rental," $1,153.00 "
3384,Hawaii,8/21/2024,8/22/2024,1,Anthony SMITH,38,Female,United Kingdom,Hostel," $2,441.00 ",Train," $1,809.00 "
3385,Cape Town,7/18/2023,7/25/2023,7,Anthony JOHNSON,24,Female,United Arab Emirates,Vacation rental," $2,452.00 ",Flight," $1,727.00 "
3386,"Tokyo, Japan",4/22/2024,5/7/2024,15,Anthony WILLIAMS,25,Female,Brazilian,Airbnb," $6,142.00 ",Bus," $1,824.00 "
3387,"Rio de Janeiro, Brazil",6/2/2021,6/8/2021,6,Anthony BROWN,49,Male,Emirati,Vacation rental," $2,569.00 ",Plane," $2,392.00 "
3388,"Rome, Italy",10/9/2022,10/16/2022,7,Anthony JONES,53,Male,Canada,Guesthouse," $5,610.00 ",Subway," $1,479.00 "
3389,Hawaii,7/1/2024,7/14/2024,13,Anthony GARCIA,34,Male,Spain,Vacation rental," $6,271.00 ",Bus," $1,236.00 "
3390,"Cancun, Mexico",5/11/2024,5/24/2024,13,Anthony RODRIGUEZ,20,Male,South Korea,Hotel," $1,809.00 ",Bus," $1,756.00 "
3391,"Barcelona, Spain",12/24/2021,1/4/2022,11,Anthony MILLER,47,Male,Japan,Resort," $7,195.00 ",Bus," $2,208.00 "
3392,Barcelona,8/15/2024,8/25/2024,10,Anthony MARTINEZ,37,Female,Singapore,Airbnb," $3,148.00 ",Flight, $789.00 
3393,Greece,10/22/2023,10/28/2023,6,Anthony DAVIS,54,Female,Brazilian,Vacation rental," $3,180.00 ",Train, $653.00 
3394,New York,1/10/2022,1/16/2022,6,Anthony HERNANDEZ,60,Male,Canada,Airbnb," $4,796.00 ",Airplane," $1,784.00 "
3395,Hawaii,10/5/2022,10/19/2022,14,Patricia SMITH,26,Female,Indonesian,Guesthouse," $4,499.00 ",Ferry, $998.00 
3396,"Bali, Indonesia",1/8/2021,1/10/2021,2,Patricia JOHNSON,23,Male,American,Hotel," $3,348.00 ",Bus," $2,165.00 "
3397,Bali,3/25/2024,4/8/2024,14,Patricia WILLIAMS,55,Female,Emirati,Villa," $3,696.00 ",Car rental, $369.00 
3398,Greece,9/21/2024,9/26/2024,5,Patricia BROWN,58,Male,South African,Hotel," $6,538.00 ",Airplane," $1,412.00 "
3399,Amsterdam,12/21/2021,12/30/2021,9,Patricia JONES,42,Female,USA,Hostel," $6,725.00 ",Airplane," $1,589.00 "
3400,"Rome, Italy",3/17/2024,3/31/2024,14,Patricia GARCIA,40,Female,Canada,Hostel," $4,830.00 ",Subway," $1,424.00 "
3401,"Athens, Greece",2/20/2021,3/6/2021,14,Patricia RODRIGUEZ,46,Female,United Arab Emirates,Riad," $2,543.00 ",Airplane," $1,635.00 "
